response,context,context/0,context/1,context/2,context/3,context/4,context/5
Ooooooaaahhh!,"Buckle up, bitch!","Oh, yeah.","We're trying to incept me to get an ""A"" in math?",What are we here for again? Incepting? We're trying to incept-,You will walk when it is time to walk.,Yeah. Totally. Let's go.,"Jerry, come to rub my face in urine again?"
"Man, he sure says ""bitch"" a lot!",Ooooooaaahhh!,"Buckle up, bitch!","Oh, yeah.","We're trying to incept me to get an ""A"" in math?",What are we here for again? Incepting? We're trying to incept-,You will walk when it is time to walk.,Yeah. Totally. Let's go.
"You can run, but you can't hide, bitch!","Man, he sure says ""bitch"" a lot!",Ooooooaaahhh!,"Buckle up, bitch!","Oh, yeah.","We're trying to incept me to get an ""A"" in math?",What are we here for again? Incepting? We're trying to incept-,You will walk when it is time to walk.
"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding.","You can run, but you can't hide, bitch!","Man, he sure says ""bitch"" a lot!",Ooooooaaahhh!,"Buckle up, bitch!","Oh, yeah.","We're trying to incept me to get an ""A"" in math?",What are we here for again? Incepting? We're trying to incept-
But that's the opposite of what-,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding.","You can run, but you can't hide, bitch!","Man, he sure says ""bitch"" a lot!",Ooooooaaahhh!,"Buckle up, bitch!","Oh, yeah.","We're trying to incept me to get an ""A"" in math?"
"Yeah, well, since when are we taking this guy's advice on anything?",But that's the opposite of what-,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding.","You can run, but you can't hide, bitch!","Man, he sure says ""bitch"" a lot!",Ooooooaaahhh!,"Buckle up, bitch!","Oh, yeah."
"Hey, you know what? You got a really good point there, Rick. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, Rick.","Yeah, well, since when are we taking this guy's advice on anything?",But that's the opposite of what-,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding.","You can run, but you can't hide, bitch!","Man, he sure says ""bitch"" a lot!",Ooooooaaahhh!,"Buckle up, bitch!"
Worst-case scenario we're back to running.,"Hey, you know what? You got a really good point there, Rick. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, Rick.","Yeah, well, since when are we taking this guy's advice on anything?",But that's the opposite of what-,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding.","You can run, but you can't hide, bitch!","Man, he sure says ""bitch"" a lot!",Ooooooaaahhh!
"Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, Rick, that was some good thinking.",Worst-case scenario we're back to running.,"Hey, you know what? You got a really good point there, Rick. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, Rick.","Yeah, well, since when are we taking this guy's advice on anything?",But that's the opposite of what-,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding.","You can run, but you can't hide, bitch!","Man, he sure says ""bitch"" a lot!"
"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while.","Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, Rick, that was some good thinking.",Worst-case scenario we're back to running.,"Hey, you know what? You got a really good point there, Rick. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, Rick.","Yeah, well, since when are we taking this guy's advice on anything?",But that's the opposite of what-,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding.","You can run, but you can't hide, bitch!"
You can run But you can't hide!,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while.","Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, Rick, that was some good thinking.",Worst-case scenario we're back to running.,"Hey, you know what? You got a really good point there, Rick. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, Rick.","Yeah, well, since when are we taking this guy's advice on anything?",But that's the opposite of what-,"Hold on, Morty. Y-you know what? He keeps saying we can run but we can hide. I say we try hiding."
"Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move.",You can run But you can't hide!,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while.","Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, Rick, that was some good thinking.",Worst-case scenario we're back to running.,"Hey, you know what? You got a really good point there, Rick. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, Rick.","Yeah, well, since when are we taking this guy's advice on anything?",But that's the opposite of what-
"Snuffles, we didn't mean you any harm! This is a huge misunderstanding.","Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move.",You can run But you can't hide!,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while.","Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, Rick, that was some good thinking.",Worst-case scenario we're back to running.,"Hey, you know what? You got a really good point there, Rick. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, Rick.","Yeah, well, since when are we taking this guy's advice on anything?"
"Dad, he wants to be called snowball.","Snuffles, we didn't mean you any harm! This is a huge misunderstanding.","Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move.",You can run But you can't hide!,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while.","Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, Rick, that was some good thinking.",Worst-case scenario we're back to running.,"Hey, you know what? You got a really good point there, Rick. Like, if the truth was that we could hide, it's not like he'd be sharing that information with us, you know? I-I-I think it's a good idea, Rick."
"Well, I'm not calling him that. That's ridiculous.","Dad, he wants to be called snowball.","Snuffles, we didn't mean you any harm! This is a huge misunderstanding.","Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move.",You can run But you can't hide!,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while.","Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, Rick, that was some good thinking.",Worst-case scenario we're back to running.
"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery.","Well, I'm not calling him that. That's ridiculous.","Dad, he wants to be called snowball.","Snuffles, we didn't mean you any harm! This is a huge misunderstanding.","Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move.",You can run But you can't hide!,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while.","Wow, you know what? I mean, it looks like we could have just hid this whole time. Boy, Rick, that was some good thinking."
Huh! You think you can control me with a haircut?,"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery.","Well, I'm not calling him that. That's ridiculous.","Dad, he wants to be called snowball.","Snuffles, we didn't mean you any harm! This is a huge misunderstanding.","Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move.",You can run But you can't hide!,"Thanks, Morty. Yeah, it's nice to be on the same page every once in a while."
I don't want to talk about it!,Huh! You think you can control me with a haircut?,"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery.","Well, I'm not calling him that. That's ridiculous.","Dad, he wants to be called snowball.","Snuffles, we didn't mean you any harm! This is a huge misunderstanding.","Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move.",You can run But you can't hide!
"Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa.",I don't want to talk about it!,Huh! You think you can control me with a haircut?,"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery.","Well, I'm not calling him that. That's ridiculous.","Dad, he wants to be called snowball.","Snuffles, we didn't mean you any harm! This is a huge misunderstanding.","Oh, this is perfect, Morty. Look at that. He's getting sleepy. Just a little bit longer before he calls it a day. That's when we make our move."
"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him.","Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa.",I don't want to talk about it!,Huh! You think you can control me with a haircut?,"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery.","Well, I'm not calling him that. That's ridiculous.","Dad, he wants to be called snowball.","Snuffles, we didn't mean you any harm! This is a huge misunderstanding."
Looks like scary Terry's having a nightmare.,"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him.","Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa.",I don't want to talk about it!,Huh! You think you can control me with a haircut?,"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery.","Well, I'm not calling him that. That's ridiculous.","Dad, he wants to be called snowball."
"Oh, boy, Rick. I can only imagine what horrible things must, you know scare Scary Terry.",Looks like scary Terry's having a nightmare.,"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him.","Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa.",I don't want to talk about it!,Huh! You think you can control me with a haircut?,"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery.","Well, I'm not calling him that. That's ridiculous."
"Oh, no! I'm late to class, bitch! Oh, no! I'm not wearing any pants!","Oh, boy, Rick. I can only imagine what horrible things must, you know scare Scary Terry.",Looks like scary Terry's having a nightmare.,"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him.","Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa.",I don't want to talk about it!,Huh! You think you can control me with a haircut?,"You're being very aggressive, Jerry. Perhaps tomorrow Dr. Scraps will solve that problem with a bit of surgery."
"Oh, uh, um ... ""Bitch.""","Oh, no! I'm late to class, bitch! Oh, no! I'm not wearing any pants!","Oh, boy, Rick. I can only imagine what horrible things must, you know scare Scary Terry.",Looks like scary Terry's having a nightmare.,"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him.","Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa.",I don't want to talk about it!,Huh! You think you can control me with a haircut?
"Yeah, this is a bunch of bullcrap. Who cares what stupid pun you make when you kill someone? Why don't you let the poor guy say whatever he wants?","Oh, uh, um ... ""Bitch.""","Oh, no! I'm late to class, bitch! Oh, no! I'm not wearing any pants!","Oh, boy, Rick. I can only imagine what horrible things must, you know scare Scary Terry.",Looks like scary Terry's having a nightmare.,"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him.","Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa.",I don't want to talk about it!
"You're putting too much pressure on yourself, scary Terry. You know, I mean, y-you're perfectly scary enough as it is.","Yeah, this is a bunch of bullcrap. Who cares what stupid pun you make when you kill someone? Why don't you let the poor guy say whatever he wants?","Oh, uh, um ... ""Bitch.""","Oh, no! I'm late to class, bitch! Oh, no! I'm not wearing any pants!","Oh, boy, Rick. I can only imagine what horrible things must, you know scare Scary Terry.",Looks like scary Terry's having a nightmare.,"Morty, this is perfect. After a little scary coitus, they should be fast asleep and then we'll incept him.","Yeah, I know, I know. I shouldn't take my anger out on you or Scary Brandon. I love you, Melissa."
